response_metric,species_key,guild,estimate,post_sd,lcl,ucl,prob_positive,excludes_zero,k,n_studies
abundance,ortolan_bunting,facultative_grassland,0.11751270342258349,0.22417103082229153,-0.31981752580262174,0.5613740078244946,0.7019583333333334,FALSE,2,1
abundance,dark_eyed_junco,facultative_grassland,0.11099901658919932,0.21387086970849417,-0.3087753474401965,0.5361967193121107,0.703625,FALSE,4,3
abundance,northern_bobwhite,facultative_grassland,0.1100994905913032,0.18623587499019928,-0.24988078645975756,0.4804328265104298,0.7230833333333333,FALSE,11,7
abundance,american_crow,facultative_grassland,0.10843212112848956,0.2236457556698472,-0.32490647356421365,0.5508884171801777,0.685625,FALSE,3,3
abundance,barn_swallow,facultative_grassland,0.10686817433367102,0.20706033514997127,-0.2926468020393979,0.5232867753732564,0.7055833333333333,FALSE,6,2
abundance,eastern_kingbird,facultative_grassland,0.10225801788520344,0.19268083552017487,-0.27004439850206025,0.4888072304283253,0.703625,FALSE,7,5
abundance,house_finch,facultative_grassland,0.09347104088823882,0.2282491711565115,-0.35243563193107863,0.541635802320354,0.65975,FALSE,2,2
abundance,loggerhead_shrike,facultative_grassland,0.09034351877064128,0.2223645573724937,-0.3442624252530442,0.5327776166515559,0.6561666666666667,FALSE,3,2
abundance,swamp_sparrow,facultative_grassland,0.0849488991814081,0.2441004085969418,-0.3866812865483191,0.5749544865818107,0.6415416666666667,FALSE,1,1
abundance,ground_breeders,facultative_grassland,0.08228509859395708,0.23892891749156014,-0.38071399408899126,0.5635305482859251,0.63825,FALSE,2,1
abundance,common_nighthawk,facultative_grassland,0.07915232632873485,0.2240666626594144,-0.36518020015330493,0.5165820301367323,0.6355833333333333,FALSE,3,2
abundance,blue_grosbeak,facultative_grassland,0.07535283969111659,0.2502614203591024,-0.420296794738131,0.5750461030397449,0.6197083333333333,FALSE,1,1
abundance,bullocks_oriole,facultative_grassland,0.06627246633264845,0.23994577986892768,-0.4037443682896259,0.5446851354904,0.6128333333333333,FALSE,1,1
abundance,gray_partridge,facultative_grassland,0.06568898631064607,0.24710185741700008,-0.42007726093547937,0.5621804637510432,0.608375,FALSE,1,1
abundance,black_billed_magpie,facultative_grassland,0.06545910025641646,0.24152566782859092,-0.4037938649046965,0.5511688673569201,0.6105,FALSE,1,1
abundance,california_quail,facultative_grassland,0.06477207579851632,0.23723982934535573,-0.40006120252786415,0.5310821215697488,0.6089583333333334,FALSE,1,1
abundance,brown_headed_cowbird,facultative_grassland,0.06390019324352234,0.12109876280288463,-0.17374769478488394,0.3029357666667203,0.70225,FALSE,38,15
abundance,common_grackle,facultative_grassland,0.06372583447206541,0.23721065429645885,-0.4079032318958809,0.5337075148203676,0.6074583333333333,FALSE,2,2
abundance,lazuli_bunting,facultative_grassland,0.06134120108938998,0.2350873256803854,-0.40057598264383737,0.5323159776416727,0.6052083333333333,FALSE,1,1
abundance,common_snipe,facultative_grassland,0.053304019648286814,0.24294560558673214,-0.42669965356105666,0.5340085048753628,0.589375,FALSE,1,1
abundance,scaled_quail,facultative_grassland,0.047070276736404446,0.23561725091018956,-0.4121310064645267,0.5151007498764681,0.5818333333333333,FALSE,2,1
abundance,yellow_rumped_warbler,facultative_grassland,0.045939356877195275,0.241413609746151,-0.4332481586244033,0.5249543299998848,0.5790833333333333,FALSE,1,1
abundance,house_wren,facultative_grassland,0.04231309113261013,0.2165223594217468,-0.3826037038151105,0.4728135857046399,0.5799166666666666,FALSE,3,2
abundance,chipping_sparrow,facultative_grassland,0.03747512402018349,0.20238081000299363,-0.36098369160314825,0.42940805384682845,0.571125,FALSE,5,4
abundance,baltimore_oriole,facultative_grassland,0.035889071453045596,0.2479320701194304,-0.46728890837493703,0.5221145470629937,0.560625,FALSE,1,1
abundance,american_robin,facultative_grassland,0.02432898614603108,0.18431036057222644,-0.3412086825649459,0.3867412485810313,0.5564166666666667,FALSE,9,4
abundance,bridled_titmouse,facultative_grassland,0.023052749969075925,0.23592832973150668,-0.4438840383520805,0.48851293909577465,0.539,FALSE,2,1
abundance,bank_swallow,facultative_grassland,0.01772402726159776,0.23073195320470669,-0.44109614513550216,0.4676372381630941,0.5307083333333333,FALSE,2,2
abundance,willow_flycatcher,facultative_grassland,0.015479842669599779,0.22766431823167615,-0.44183734319918555,0.45704935400821023,0.527375,FALSE,2,1
abundance,red_tailed_hawk,facultative_grassland,0.008604160458303565,0.23356357540297792,-0.45289247905541546,0.467664951580224,0.5152916666666667,FALSE,2,1
abundance,brewers_sparrow,facultative_grassland,0.008417759903266195,0.22705196788699558,-0.43724627298387975,0.4553994352680557,0.5150833333333333,FALSE,2,2
abundance,orchard_oriole,facultative_grassland,0.008037069090915845,0.2274762899621816,-0.4373296715205491,0.45393903566464006,0.5133333333333333,FALSE,4,1
abundance,chihuahuan_raven,facultative_grassland,0.002890283762134592,0.23445237434085606,-0.46378598661419923,0.4607906090793033,0.5045,FALSE,2,1
abundance,american_kestrel,facultative_grassland,-0.009558702164113267,0.2064118256781233,-0.4219339820481317,0.38969525952732764,0.482,FALSE,5,3
abundance,eastern_bluebird,facultative_grassland,-0.010128813380214426,0.23538848610556004,-0.476957929986759,0.45009953160943367,0.48220833333333335,FALSE,2,2
abundance,red_winged_blackbird,facultative_grassland,-0.012028827808073454,0.12600317692669802,-0.25616306847116704,0.2389979366121125,0.46266666666666667,FALSE,40,16
abundance,yellow_warbler,facultative_grassland,-0.0400501266320827,0.21321314365072144,-0.46315031126267775,0.3731693381634016,0.4245833333333333,FALSE,4,3
abundance,says_phoebe,facultative_grassland,-0.04273778359144506,0.22075380500445932,-0.4824743801262737,0.38238191663398313,0.42104166666666665,FALSE,3,2
abundance,northern_cardinal,facultative_grassland,-0.05085513519193475,0.20398881372853314,-0.45282065182891884,0.3469919340859787,0.399,FALSE,7,2
abundance,mountain_bluebird,facultative_grassland,-0.056627800241703996,0.2322609110781035,-0.5262172419026602,0.38373247729792,0.40208333333333335,FALSE,2,2
abundance,mourning_dove,facultative_grassland,-0.06426623641727897,0.1658372676241904,-0.3933794574326807,0.26009369194546017,0.3468333333333333,FALSE,18,9
abundance,western_bluebird,facultative_grassland,-0.08059052350831103,0.22255222139800568,-0.5333189111590025,0.3449221739391403,0.353875,FALSE,3,2
abundance,killdeer,facultative_grassland,-0.08495740459336054,0.223849459686926,-0.5432452021219714,0.3344728735986931,0.34891666666666665,FALSE,4,4
abundance,northern_mockingbird,facultative_grassland,-0.1592140017214656,0.2149573711042614,-0.6006330838986867,0.24877601816214479,0.222375,FALSE,7,3
abundance,common_yellowthroat,facultative_grassland,-0.2413191074408484,0.12199366203601598,-0.482571244769834,-0.0034455330540729286,0.023458333333333335,TRUE,38,15
abundance,meadow_pipit,facultative_grassland,-0.24539816064934358,0.2360673185149025,-0.7271215978880012,0.19077065679869692,0.142875,FALSE,2,1
abundance,clay_colored_sparrow,facultative_grassland,-0.5072370782598772,0.16297159606449182,-0.8266569761980848,-0.19118843271567804,7.083333333333334e-4,TRUE,17,4
abundance,mountain_plover,obligate_grassland,0.6008242437081439,0.26612227357399326,0.13517727898368856,1.176535233747152,0.995,TRUE,3,1
abundance,bairds_sparrow,obligate_grassland,0.5540861445923548,0.1758162996646942,0.2197225825754495,0.9071188342501024,0.9995833333333334,TRUE,9,2
abundance,chestnut_collared_longspur,obligate_grassland,0.546021351188538,0.2199318105803509,0.13681904781218446,0.9946315855922203,0.9962083333333334,TRUE,6,4
abundance,spragues_pipit,obligate_grassland,0.4411000209443277,0.16110217938442162,0.13347052027273923,0.760537080106338,0.9970416666666667,TRUE,12,3
abundance,grassland_obligates,obligate_grassland,0.3847132149540879,0.24696098202587016,-0.08694102146396442,0.890644329185689,0.947875,FALSE,2,2
abundance,cassins_sparrow,obligate_grassland,0.36110161366095794,0.22856474359895712,-0.08116756662630276,0.8143137926026361,0.9457083333333334,FALSE,3,2
abundance,western_meadowlark,obligate_grassland,0.350255875574989,0.13524207455790443,0.08569022768242679,0.6155138896638067,0.9949583333333333,TRUE,25,13
abundance,whinchat,obligate_grassland,0.336212972305168,0.22356219196747978,-0.09047829586460962,0.7908524835399124,0.94,FALSE,2,1
abundance,northern_harrier,obligate_grassland,0.3329585739101207,0.21498997713526538,-0.08464816264546143,0.7662528058049507,0.9420833333333334,FALSE,4,2
abundance,mccowns_longspur,obligate_grassland,0.33246232936268083,0.22033086906400756,-0.09107486483231539,0.7777854050783224,0.9376666666666666,FALSE,4,2
abundance,bobolink,obligate_grassland,0.3243158500684937,0.12300825344118362,0.08566331311002266,0.5671950299319042,0.9959583333333333,TRUE,36,16
abundance,grasshopper_sparrow,obligate_grassland,0.3028300884157525,0.10321089881826306,0.10421830684004894,0.5104160197517457,0.9986666666666667,TRUE,63,31
abundance,montezuma_quail,obligate_grassland,0.2798362761344796,0.24797347881724524,-0.2044116909747132,0.7774343538190228,0.8763333333333333,FALSE,1,1
abundance,lecontes_sparrow,obligate_grassland,0.26853985401516356,0.20359730615607718,-0.12833559689075938,0.6659205717917445,0.9097083333333333,FALSE,4,2
abundance,sedge_wren,obligate_grassland,0.26609401664432913,0.20014516120507758,-0.12834132840863732,0.6635641363774925,0.906625,FALSE,7,3
abundance,bachmans_sparrow,obligate_grassland,0.26410896734862355,0.22092564935379919,-0.16899277498159138,0.7004597848903115,0.8856666666666667,FALSE,3,2
abundance,meadowlark_spp,obligate_grassland,0.2636961440481249,0.2525369472295492,-0.23152123557001764,0.769779334359292,0.8620833333333333,FALSE,1,1
abundance,savannah_sparrow,obligate_grassland,0.2536788993247895,0.11784067721671884,0.022893699172268436,0.48597385126581194,0.984875,TRUE,38,17
abundance,breeding_grassland_species,obligate_grassland,0.2488558013794258,0.22262855781798097,-0.19003028571480382,0.684337301114213,0.8704583333333333,FALSE,6,1
abundance,vesper_sparrow,obligate_grassland,0.2371184131777514,0.16969242519849362,-0.09088652823034558,0.5724873364479692,0.9170416666666666,FALSE,10,7
abundance,northern_lapwing,obligate_grassland,0.2363547094871085,0.20364015388842782,-0.16724474953213753,0.6326900235323257,0.877375,FALSE,4,2
abundance,farmland_bird_indicator_species,obligate_grassland,0.2349262687961866,0.23307637469362996,-0.23644231755624057,0.693175108686966,0.8467083333333333,FALSE,2,1
abundance,upland_sandpiper,obligate_grassland,0.10588880217869553,0.18212366594580104,-0.26104661774658877,0.4575126852623041,0.718875,FALSE,10,4
abundance,lark_bunting,obligate_grassland,0.09768889704709806,0.21974766233481546,-0.3485529677240007,0.5204344663178856,0.670625,FALSE,5,3
abundance,eastern_meadowlark,obligate_grassland,0.09033713406880185,0.11547036017980081,-0.1355463268222328,0.3169128370253774,0.7857083333333333,FALSE,48,22
abundance,dickcissel,obligate_grassland,0.08217911728363753,0.11525019621482592,-0.1416800357334734,0.31133719613888755,0.7612916666666667,FALSE,50,24
abundance,henslows_sparrow,obligate_grassland,-0.014462352594102362,0.1639168996774416,-0.34010552925269066,0.3022583198600818,0.46670833333333334,FALSE,18,6
abundance,horned_lark,obligate_grassland,-0.03112427445914423,0.1715882788104443,-0.37178466711854874,0.2975348826775357,0.42791666666666667,FALSE,12,8
