response_metric,model_family,specification,guild,bmp,estimate,lcl,ucl,excludes_zero,primary_estimate,primary_excludes_zero,is_new_cell,estimate_shift,conclusion_changed
abundance,abundance_pooled_bmp,great_plains_dropped,all_grassland,edge_and_shrub_habitat,0.08958290263642439,-0.17115906591722765,0.3428940703954026,FALSE,-0.026491113319018315,FALSE,FALSE,0.1160740159554427,FALSE
abundance,abundance_guild_bmp,outliers_removed,obligate_grassland,manage_in_patches,0.6743350778631525,0.32844614329746913,1.0195211748472777,TRUE,0.5592844542915281,TRUE,FALSE,0.11505062357162443,FALSE
abundance,abundance_guild_bmp,great_plains_only,obligate_grassland,rotational_grazing,-0.03369423924646606,-0.51140040497419,0.45476015942511466,FALSE,0.08074568315482908,FALSE,FALSE,-0.11443992240129514,FALSE
abundance,abundance_pooled_bmp,great_plains_dropped,all_grassland,prescribed_fire,0.1741681958668001,-0.20706269590936408,0.5879268551536925,FALSE,0.06028754492633072,FALSE,FALSE,0.11388065094046938,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,edge_and_shrub_habitat,-0.2335465670715357,-0.5824084685919432,0.11894227701509116,FALSE,-0.12223667258580623,FALSE,FALSE,-0.11130989448572948,FALSE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,eliminate_pesticides,0.4117109529876981,-0.12691580035483319,0.9242226576343413,FALSE,0.30409358233917105,FALSE,FALSE,0.10761737064852706,FALSE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,install_nest_boxes,0.7051716482069642,0.1000260457687802,1.3093290113608491,TRUE,0.5975824023990427,TRUE,FALSE,0.10758924580792151,FALSE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,edge_and_shrub_habitat,0.07496951526842034,-0.20699546231890142,0.376955262324151,FALSE,-0.026491113319018315,FALSE,FALSE,0.10146062858743865,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,remove_non_native_shrubs,0.07884469975797662,-0.2869717005504256,0.4480471440657996,FALSE,-0.022250357764312827,FALSE,FALSE,0.10109505752228945,FALSE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,manage_in_patches,0.3739967022427888,-0.10182992757836913,0.838614764577013,FALSE,0.27624572064862996,FALSE,FALSE,0.09775098159415885,FALSE
abundance,abundance_pooled_bmp,group_means_only,all_grassland,prescribed_fire,-0.031029412895546362,-0.263146008447379,0.20083980517223332,FALSE,0.06028754492633072,FALSE,FALSE,-0.09131695782187708,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,provide_overwintering_habitat,0.11526837514200745,-0.22076344715244942,0.4555777134167338,FALSE,0.024394149933461166,FALSE,FALSE,0.0908742252085463,FALSE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,stream_exclusion_and_buffers,0.2119770170161504,-0.24113153402375867,0.7180925523625075,FALSE,0.12248239547057924,FALSE,FALSE,0.08949462154557117,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,edge_and_shrub_habitat,0.19456303076876177,-0.06331730369311349,0.45132669149088134,FALSE,0.10835468098119197,FALSE,FALSE,0.0862083497875698,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,edge_and_shrub_habitat,-0.03633524260312911,-0.33489946897655654,0.25963137226758587,FALSE,-0.12223667258580623,FALSE,FALSE,0.08590142998267711,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,eliminate_pesticides,0.22158444116924603,-0.18907754063661106,0.6278505316133716,FALSE,0.30409358233917105,FALSE,FALSE,-0.08250914116992503,FALSE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,provide_overwintering_habitat,0.21276817750329086,-0.15333033729417375,0.6087694955456683,FALSE,0.13166740541514704,FALSE,FALSE,0.08110077208814381,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,provide_overwintering_habitat,0.5202950595705993,-0.07409113042889222,1.108519532612725,FALSE,0.4397847705573663,TRUE,FALSE,0.08051028901323298,TRUE
abundance,abundance_guild_bmp,paper_floor_four,obligate_grassland,edge_and_shrub_habitat,-0.19814399863846727,-0.5100079385068387,0.11154291301403338,FALSE,-0.12223667258580623,FALSE,FALSE,-0.07590732605266104,FALSE
abundance,abundance_guild_bmp,outliers_removed,facultative_grassland,remove_non_native_shrubs,-0.09785719404145919,-0.36191545429668853,0.1775496352120598,FALSE,-0.022250357764312827,FALSE,FALSE,-0.07560683627714637,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,prescribed_fire,0.24451349858000127,-0.09733638388370647,0.6074706630573093,FALSE,0.3192064223716612,TRUE,FALSE,-0.07469292379165993,TRUE
abundance,abundance_pooled_bmp,southeast_us_dropped,all_grassland,plant_nwsg,0.15060128899627828,-0.06548891345075097,0.3797167603451251,FALSE,0.22510084949704268,TRUE,FALSE,-0.0744995605007644,TRUE
abundance,abundance_guild_bmp,outliers_removed,obligate_grassland,eliminate_pesticides,0.2301479532732997,-0.07206320716853384,0.5259560397826247,FALSE,0.30409358233917105,FALSE,FALSE,-0.07394562906587135,FALSE
abundance,abundance_guild_bmp,outliers_removed,facultative_grassland,reduce_grazing_intensity,0.0766914814144008,-0.31358906382589763,0.46977215550498846,FALSE,0.15015655803072858,FALSE,FALSE,-0.07346507661632778,FALSE
abundance,abundance_guild_bmp,outliers_removed,facultative_grassland,edge_and_shrub_habitat,0.1806389650516878,-0.02687856279548164,0.3875917219112441,FALSE,0.10835468098119197,FALSE,FALSE,0.07228428407049584,FALSE
abundance,abundance_pooled_bmp,non_grassland_classes_retained,all_grassland,remove_non_native_shrubs,0.0528150789947069,-0.2383891221683085,0.34193869132210714,FALSE,0.12440007705712727,FALSE,FALSE,-0.07158499806242037,FALSE
abundance,abundance_guild_bmp,great_plains_only,obligate_grassland,plant_nwsg,0.0797953740956472,-0.322922993032006,0.49209945460517734,FALSE,0.15121259710057347,FALSE,FALSE,-0.07141722300492627,FALSE
abundance,abundance_guild_bmp,outliers_removed,obligate_grassland,stream_exclusion_and_buffers,0.20461733736798318,-0.15889867459216492,0.5600995907996763,FALSE,0.1334024237899127,FALSE,FALSE,0.07121491357807047,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,reduce_grazing_intensity,0.38411039257420976,-0.01741678359945381,0.781382164317799,FALSE,0.4541192597806569,TRUE,FALSE,-0.07000886720644717,TRUE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,provide_overwintering_habitat,0.09436646672782009,-0.23894799960484533,0.42757686619756285,FALSE,0.024394149933461166,FALSE,FALSE,0.06997231679435892,FALSE
abundance,abundance_guild_bmp,most_influential_study_removed,facultative_grassland,plant_nwsg,0.4600432117215646,0.20113830001401717,0.7181883657694548,TRUE,0.39059721019637916,TRUE,FALSE,0.06944600152518543,FALSE
abundance,abundance_guild_bmp,outliers_removed,facultative_grassland,prescribed_fire,-0.41794188152064704,-0.6219596623355286,-0.2158384545887345,TRUE,-0.34863705127586997,TRUE,FALSE,-0.06930483024477707,FALSE
abundance,abundance_pooled_bmp,great_plains_dropped,all_grassland,remove_non_native_shrubs,0.19190104939044128,-0.1933661590866163,0.5817911759312753,FALSE,0.12440007705712727,FALSE,FALSE,0.06750097233331401,FALSE
abundance,abundance_guild_bmp,outliers_removed,obligate_grassland,rotational_grazing,0.1481793591052946,-0.17122007598318195,0.4688142721338187,FALSE,0.08074568315482908,FALSE,FALSE,0.06743367595046551,FALSE
abundance,abundance_pooled_bmp,southeast_us_dropped,all_grassland,reduce_grazing_intensity,0.24839661609327532,-0.12937991858225176,0.6206490716209282,FALSE,0.31542421898842354,FALSE,FALSE,-0.067027602895148225,FALSE
abundance,abundance_guild_bmp,outliers_removed,facultative_grassland,provide_overwintering_habitat,-0.0421716722040221,-0.31151843866446743,0.23008183355010609,FALSE,0.024394149933461166,FALSE,FALSE,-0.06656582213748327,FALSE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,rotational_grazing,0.15547074813919787,-0.38277321187968255,0.7056215245605186,FALSE,0.08945690493165867,FALSE,FALSE,0.0660138432075392,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,manage_in_patches,0.49391783314568716,0.1428358266583994,0.8422635410833179,TRUE,0.5592844542915281,TRUE,FALSE,-0.06536662114584091,FALSE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,prescribed_fire,0.25678139204270023,0.007748521797392514,0.5092058618518708,TRUE,0.3192064223716612,TRUE,FALSE,-0.06242503032896096,FALSE
abundance,abundance_pooled_bmp,non_grassland_classes_retained,all_grassland,provide_overwintering_habitat,0.06953709651389114,-0.1938154871986634,0.31856915638416206,FALSE,0.13166740541514704,FALSE,FALSE,-0.0621303089012559,FALSE
abundance,abundance_pooled_bmp,outliers_removed,all_grassland,remove_non_native_shrubs,0.06313876364365631,-0.20082370629517077,0.33868815916213485,FALSE,0.12440007705712727,FALSE,FALSE,-0.061261313413470964,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,reduce_grazing_intensity,0.39453800667161676,-0.039669393527811334,0.8240192688806293,FALSE,0.4541192597806569,TRUE,FALSE,-0.059581253109040166,TRUE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,provide_overwintering_habitat,0.38031935068171524,-0.007096246357709651,0.7649608179903795,FALSE,0.4397847705573663,TRUE,FALSE,-0.05946541987565107,TRUE
abundance,abundance_pooled_bmp,non_grassland_classes_retained,all_grassland,edge_and_shrub_habitat,-0.08448856346799685,-0.2956334105770291,0.11666209455789259,FALSE,-0.026491113319018315,FALSE,FALSE,-0.05799745014897854,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,eliminate_pesticides,0.21851002922826213,-0.2688581699341659,0.7024082252251262,FALSE,0.1642675175723334,FALSE,FALSE,0.05424251165592872,FALSE
abundance,abundance_pooled_bmp,southeast_us_dropped,all_grassland,prescribed_fire,0.006441980984618964,-0.2215452083923378,0.2254955174776501,FALSE,0.06028754492633072,FALSE,FALSE,-0.053845563941711756,FALSE
abundance,abundance_pooled_bmp,great_plains_dropped,all_grassland,stream_exclusion_and_buffers,0.17602315480894537,-0.1836252176348023,0.5270356025293075,FALSE,0.12248239547057924,FALSE,FALSE,0.053540759338366134,FALSE
abundance,abundance_pooled_bmp,great_plains_dropped,all_grassland,provide_overwintering_habitat,0.18401759024200803,-0.13041700294597658,0.4859372483998581,FALSE,0.13166740541514704,FALSE,FALSE,0.05235018482686099,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,plant_nwsg,0.10016697551571668,-0.16040197099622774,0.3642398941488274,FALSE,0.15121259710057347,FALSE,FALSE,-0.05104562158485679,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,remove_non_native_shrubs,0.02803421309735726,-0.2991332933087302,0.3731388835357889,FALSE,-0.022250357764312827,FALSE,FALSE,0.05028457086167008,FALSE
abundance,abundance_pooled_bmp,non_grassland_classes_retained,all_grassland,plant_nwsg,0.17522737226334173,-0.025517692244456963,0.38854980760083435,FALSE,0.22510084949704268,TRUE,FALSE,-0.04987347723370095,TRUE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,plant_nwsg,0.27463345356541563,-0.00276921208255911,0.5581009138135824,FALSE,0.22510084949704268,TRUE,FALSE,0.049532604068372954,TRUE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,plant_nwsg,0.20044382987544135,-0.07976799279666039,0.5041298506847902,FALSE,0.15121259710057347,FALSE,FALSE,0.04923123277486788,FALSE
abundance,abundance_pooled_bmp,great_plains_only,all_grassland,prescribed_fire,0.10950856876838964,-0.21713366764205963,0.41776101702574664,FALSE,0.06028754492633072,FALSE,FALSE,0.049221023842058925,FALSE
abundance,abundance_pooled_bmp,outliers_removed,all_grassland,edge_and_shrub_habitat,0.022220512259031093,-0.15594456598292902,0.19708438357046923,FALSE,-0.026491113319018315,FALSE,FALSE,0.04871162557804941,FALSE
abundance,abundance_pooled_bmp,wider_priors,all_grassland,install_nest_boxes,0.6450856892547174,0.026263082719688757,1.298886391170298,TRUE,0.5975824023990427,TRUE,FALSE,0.04750328685567473,FALSE
abundance,abundance_pooled_bmp,outliers_removed,all_grassland,prescribed_fire,0.013521488830812556,-0.15976787842404794,0.18124639789393593,FALSE,0.06028754492633072,FALSE,FALSE,-0.04676605609551816,FALSE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,prescribed_fire,0.10587249369647744,-0.1509564514299809,0.37658860092469393,FALSE,0.06028754492633072,FALSE,FALSE,0.045584948770146724,FALSE
abundance,abundance_pooled_bmp,one_effect_per_study_cell,all_grassland,rotational_grazing,0.09318508895031732,-0.37161919453793996,0.55753804060641865,FALSE,0.047732558259714675,FALSE,FALSE,0.04545253069060265,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,prescribed_fire,0.2748847935241999,0.04715897224303828,0.4990446200992853,TRUE,0.3192064223716612,TRUE,FALSE,-0.04432162884746127,FALSE
abundance,abundance_pooled_bmp,non_grassland_classes_retained,all_grassland,stream_exclusion_and_buffers,0.07896381087630275,-0.23578145777514609,0.3828986717893427,FALSE,0.12248239547057924,FALSE,FALSE,-0.04351858459427649,FALSE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,reduce_grazing_intensity,0.10750990702661217,-0.37343005704884197,0.5769971088659118,FALSE,0.15015655803072858,FALSE,FALSE,-0.04264665100411641,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,provide_overwintering_habitat,0.06612581564239511,-0.2944171522178563,0.4264181169846375,FALSE,0.024394149933461166,FALSE,FALSE,0.04173166570893395,FALSE
abundance,abundance_pooled_bmp,great_plains_dropped,all_grassland,install_nest_boxes,0.6382469471395822,-0.021304007227354628,1.3143905098279685,FALSE,0.5975824023990427,TRUE,FALSE,0.04066454474053949,TRUE
abundance,abundance_guild_bmp,great_plains_only,facultative_grassland,prescribed_fire,-0.30838135668631794,-0.7478194539211901,0.14421278147792263,FALSE,-0.34863705127586997,TRUE,FALSE,0.04025569458955203,TRUE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,eliminate_pesticides,0.26435958503695395,-0.09379659381506057,0.6136712805948638,FALSE,0.30409358233917105,FALSE,FALSE,-0.039733997302217106,FALSE
abundance,abundance_pooled_bmp,guild_assigned_only,all_grassland,plant_nwsg,0.18537110373500687,-0.018465592857260665,0.4009385888200243,FALSE,0.22510084949704268,TRUE,FALSE,-0.039729745762035806,TRUE
abundance,abundance_pooled_bmp,outliers_removed,all_grassland,eliminate_pesticides,0.3198613241343209,0.04789790927268599,0.5926910059567542,TRUE,0.3593323425320222,FALSE,FALSE,-0.039471018397701285,TRUE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,manage_in_patches,0.5205432302236256,0.014822756345031975,1.0141023768551733,TRUE,0.5592844542915281,TRUE,FALSE,-0.03874122406790248,FALSE
abundance,abundance_pooled_bmp,tighter_priors,all_grassland,eliminate_pesticides,0.32159806499104715,-0.023088467360941053,0.6661748140583624,FALSE,0.3593323425320222,FALSE,FALSE,-0.037734277540975025,FALSE
abundance,abundance_pooled_bmp,tighter_priors,all_grassland,reduce_grazing_intensity,0.279544340258045,-0.06356683366584101,0.6203175644140307,FALSE,0.31542421898842354,FALSE,FALSE,-0.03587987873037857,FALSE
abundance,abundance_pooled_bmp,group_means_only,all_grassland,plant_nwsg,0.18924131344578535,-0.017286755129092474,0.41189796748863755,FALSE,0.22510084949704268,TRUE,FALSE,-0.03585953605125733,TRUE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,rotational_grazing,0.05372824643145835,-0.4835456882617797,0.5945283725809158,FALSE,0.08945690493165867,FALSE,FALSE,-0.03572865850020032,FALSE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,reduce_grazing_intensity,0.11480663105909285,-0.32031732955568787,0.5546717977103968,FALSE,0.15015655803072858,FALSE,FALSE,-0.035349926971635734,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,provide_overwintering_habitat,0.4748494271783569,0.053674837134552136,0.893220117869668,TRUE,0.4397847705573663,TRUE,FALSE,0.035064656620990564,FALSE
abundance,abundance_pooled_bmp,tighter_priors,all_grassland,manage_in_patches,0.24150726816754658,-0.10205445115796821,0.5910558664798019,FALSE,0.27624572064862996,FALSE,FALSE,-0.03473845248108337,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,eliminate_pesticides,0.2695799595688575,-0.14337822649597542,0.6654371613207877,FALSE,0.30409358233917105,FALSE,FALSE,-0.03451362277031356,FALSE
abundance,abundance_pooled_bmp,group_means_only,all_grassland,eliminate_pesticides,0.32518409828186345,-0.22807397542029123,0.8968337807263806,FALSE,0.3593323425320222,FALSE,FALSE,-0.03414824425015872,FALSE
abundance,abundance_pooled_bmp,guild_assigned_only,all_grassland,edge_and_shrub_habitat,-0.059414288384881414,-0.27642416999503566,0.14995465466665955,FALSE,-0.026491113319018315,FALSE,FALSE,-0.0329231750658631,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,prescribed_fire,0.2868199230595033,0.08336994021006654,0.4911726287116228,TRUE,0.3192064223716612,TRUE,FALSE,-0.03238649931215787,FALSE
abundance,abundance_pooled_bmp,southeast_us_dropped,all_grassland,provide_overwintering_habitat,0.16392293222186094,-0.19391756209523903,0.5186889139700356,FALSE,0.13166740541514704,FALSE,FALSE,0.0322555268067139,FALSE
abundance,abundance_guild_bmp,paper_floor_four,obligate_grassland,prescribed_fire,0.35134752270530245,0.122346170719833,0.5858521904553295,TRUE,0.3192064223716612,TRUE,FALSE,0.03214110033364126,FALSE
abundance,abundance_pooled_bmp,non_grassland_classes_retained,all_grassland,prescribed_fire,0.02856668682579463,-0.18440899514256504,0.23478041096622082,FALSE,0.06028754492633072,FALSE,FALSE,-0.031720858100536084,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,plant_nwsg,0.35905477969353927,0.102422593915191,0.6223706496258192,TRUE,0.39059721019637916,TRUE,FALSE,-0.03154243050283989,FALSE
abundance,abundance_guild_bmp,great_plains_only,obligate_grassland,prescribed_fire,0.28791255087142853,-0.08511795836176532,0.6270940843922752,FALSE,0.3192064223716612,TRUE,FALSE,-0.03129387150023266,TRUE
abundance,abundance_guild_bmp,outliers_removed,obligate_grassland,prescribed_fire,0.2882299444613553,0.10916225463329592,0.46864057791033337,TRUE,0.3192064223716612,TRUE,FALSE,-0.03097647791030589,FALSE
abundance,abundance_pooled_bmp,non_grassland_classes_retained,all_grassland,rotational_grazing,0.01684489197212588,-0.386036387916715,0.41652435222226714,FALSE,0.047732558259714675,FALSE,FALSE,-0.030887666287588794,FALSE
abundance,abundance_guild_bmp,outliers_removed,obligate_grassland,plant_nwsg,0.12081879365633047,-0.06331583889024699,0.3176855312478263,FALSE,0.15121259710057347,FALSE,FALSE,-0.030393803444243,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,remove_non_native_shrubs,-0.05230448881966728,-0.5485954857880015,0.4438204987098179,FALSE,-0.022250357764312827,FALSE,FALSE,-0.030054131055354455,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,edge_and_shrub_habitat,0.07863139224573981,-0.17567053940048696,0.33792864990469346,FALSE,0.10835468098119197,FALSE,FALSE,-0.029723288735452158,FALSE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,prescribed_fire,-0.37802553385133875,-0.6359099749211012,-0.1235193789201904,TRUE,-0.34863705127586997,TRUE,FALSE,-0.029388482575468777,FALSE
