response_metric,model_family,specification,guild,bmp,estimate,lcl,ucl,excludes_zero
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,plant_nwsg,0.15121259710057347,-0.083662594189295,0.3958802414173145,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,prescribed_fire,0.3192064223716612,0.09850214620757372,0.5392321016025868,TRUE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,provide_overwintering_habitat,0.4397847705573663,0.02061391820834653,0.855285735948746,TRUE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,reduce_grazing_intensity,0.4541192597806569,0.02548516013596901,0.8889247737903179,TRUE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,rotational_grazing,0.08074568315482908,-0.31151617329591014,0.4840433492885658,FALSE
abundance,abundance_guild_bmp,non_grassland_classes_retained,obligate_grassland,stream_exclusion_and_buffers,0.1334024237899127,-0.2737902705450069,0.5396336438458397,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,edge_and_shrub_habitat,0.11066812288127252,-0.14094137735850762,0.36055886870712744,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,eliminate_pesticides,0.1651575556765826,-0.22314154334354,0.5366562296921172,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,plant_nwsg,0.3892732119861456,0.14104416041218965,0.6421164230946969,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,prescribed_fire,-0.3536771434785987,-0.611077659133296,-0.10499083948378418,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,provide_overwintering_habitat,0.022979603376175266,-0.29061851943299516,0.336607572207751,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,reduce_grazing_intensity,0.14634277335922402,-0.32939768326569835,0.6125385982727004,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,remove_non_native_shrubs,-0.0239258439423732,-0.34741930031209256,0.30141417770832557,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,facultative_grassland,rotational_grazing,0.08584213999219245,-0.45819990284953166,0.6356988060954394,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,edge_and_shrub_habitat,-0.12040623480834933,-0.40050930128108453,0.1604936215905173,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,eliminate_pesticides,0.30560779693198264,-0.08738211574852726,0.6910865323825995,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,manage_in_patches,0.5545359698702154,0.1793335514934033,0.927982200758672,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,plant_nwsg,0.15186605731889496,-0.08020243447177881,0.39579688555383513,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,prescribed_fire,0.31651520460968435,0.095885779373502,0.5356202918000836,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,provide_overwintering_habitat,0.4385402491354591,0.02209854517467533,0.8528807025768802,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,reduce_grazing_intensity,0.4496729020917696,0.022675875679874637,0.8811224293595571,TRUE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,rotational_grazing,0.08084805038790441,-0.3153200196246018,0.49557888653803966,FALSE
abundance,abundance_guild_bmp,flagged_effects_removed,obligate_grassland,stream_exclusion_and_buffers,0.13437387677510781,-0.2687092244574227,0.5341498762762213,FALSE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,edge_and_shrub_habitat,0.11428032258202453,-0.14835401026710796,0.3645267093777237,FALSE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,eliminate_pesticides,0.170806639384939,-0.22878586398079842,0.5562848637797337,FALSE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,plant_nwsg,0.39334066192831907,0.1391126280189159,0.6567922240944072,TRUE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,prescribed_fire,-0.34785634711590085,-0.6042272638472475,-0.08983728298184879,TRUE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,provide_overwintering_habitat,0.028322252695997478,-0.2948668119019632,0.3459365424781568,FALSE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,reduce_grazing_intensity,0.15542946570372107,-0.3354325744548923,0.640104678406161,FALSE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,remove_non_native_shrubs,-0.023174074310524304,-0.3485641701601446,0.31353220284427824,FALSE
abundance,abundance_guild_bmp,wider_priors,facultative_grassland,rotational_grazing,0.09737574519511985,-0.4661141776145654,0.6614385209845713,FALSE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,edge_and_shrub_habitat,-0.11563219525888957,-0.4033464091745336,0.17310339446303197,FALSE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,eliminate_pesticides,0.31574413419589664,-0.08664634664035291,0.7152124452380046,FALSE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,manage_in_patches,0.5755749130406477,0.2049175137624022,0.9535700195978465,TRUE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,plant_nwsg,0.15809477860099874,-0.08230764058977189,0.4128034672596743,FALSE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,prescribed_fire,0.32627050187099804,0.10641625528580084,0.5520175761647937,TRUE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,provide_overwintering_habitat,0.4531122870535905,0.026448789560346134,0.8771113477624722,TRUE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,reduce_grazing_intensity,0.4781240404800755,0.02986881680683379,0.9183353897372118,TRUE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,rotational_grazing,0.09352449018064965,-0.3067174599558257,0.5126650241618639,FALSE
abundance,abundance_guild_bmp,wider_priors,obligate_grassland,stream_exclusion_and_buffers,0.14338561166951727,-0.2753160048019459,0.5556429344740941,FALSE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,edge_and_shrub_habitat,0.10087495929259549,-0.13843879739696038,0.3384060133736767,FALSE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,eliminate_pesticides,0.1415546393804335,-0.21876602973550124,0.48195599925768806,FALSE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,plant_nwsg,0.3669508853689284,0.1312116707110339,0.609765685204575,TRUE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,prescribed_fire,-0.3590914663454118,-0.6040023045817691,-0.11979164001160263,TRUE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,provide_overwintering_habitat,0.004485352983712413,-0.2874987196695466,0.2948470712567054,FALSE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,reduce_grazing_intensity,0.11480663105909285,-0.32031732955568787,0.5546717977103968,FALSE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,remove_non_native_shrubs,-0.03704241519016345,-0.3352552782838214,0.26437267856028523,FALSE
abundance,abundance_guild_bmp,tighter_priors,facultative_grassland,rotational_grazing,0.062412581294856793,-0.41778267711813233,0.5400663114913943,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,edge_and_shrub_habitat,-0.13789674342048924,-0.40528110190973776,0.1271122440549681,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,eliminate_pesticides,0.26435958503695395,-0.09379659381506057,0.6136712805948638,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,manage_in_patches,0.49391783314568716,0.1428358266583994,0.8422635410833179,TRUE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,plant_nwsg,0.12303570817083218,-0.09886985557928786,0.35363296174719866,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,prescribed_fire,0.2868199230595033,0.08336994021006654,0.4911726287116228,TRUE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,provide_overwintering_habitat,0.38031935068171524,-0.007096246357709651,0.7649608179903795,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,reduce_grazing_intensity,0.38411039257420976,-0.01741678359945381,0.781382164317799,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,rotational_grazing,0.053091241673035194,-0.30846146619298354,0.4177248393669686,FALSE
abundance,abundance_guild_bmp,tighter_priors,obligate_grassland,stream_exclusion_and_buffers,0.11114207099636877,-0.2604852401020019,0.4831063515881112,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,edge_and_shrub_habitat,0.33050783660364247,-0.012152008267956824,0.6733922576497882,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,eliminate_pesticides,0.21851002922826213,-0.2688581699341659,0.7024082252251262,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,plant_nwsg,0.10503458657835854,-0.21958017952718983,0.42339423581862784,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,prescribed_fire,-0.12195434911010172,-0.4601163440866476,0.21623587427128113,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,provide_overwintering_habitat,0.2087687250900454,-0.2606525838066757,0.6719072026688743,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,reduce_grazing_intensity,0.2934897986019044,-0.32451638033688357,0.9061178692978958,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,remove_non_native_shrubs,-0.05230448881966728,-0.5485954857880015,0.4438204987098179,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,facultative_grassland,rotational_grazing,-0.11345560940275069,-0.7960781809929218,0.5597044685746821,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,edge_and_shrub_habitat,-0.2335465670715357,-0.5824084685919432,0.11894227701509116,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,eliminate_pesticides,0.22158444116924603,-0.18907754063661106,0.6278505316133716,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,manage_in_patches,0.5205432302236256,0.014822756345031975,1.0141023768551733,TRUE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,plant_nwsg,0.10016697551571668,-0.16040197099622774,0.3642398941488274,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,prescribed_fire,0.1516252901724694,-0.10143857249160167,0.4032343610405388,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,provide_overwintering_habitat,0.5202950595705993,-0.07409113042889222,1.108519532612725,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,reduce_grazing_intensity,0.17168667266727433,-0.44094575659282076,0.770715148102449,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,rotational_grazing,0.08517586245406693,-0.3519504805633534,0.5304639550318608,FALSE
abundance,abundance_guild_bmp,one_effect_per_study_cell,obligate_grassland,stream_exclusion_and_buffers,0.32837597013692865,-0.22792669038269545,0.8861818458799166,FALSE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,edge_and_shrub_habitat,0.09303530519534825,-0.16800420882111888,0.347724697852725,FALSE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,plant_nwsg,0.38716143658084967,0.13762045961430894,0.6491401771704058,TRUE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,prescribed_fire,-0.37083399506563075,-0.6423106123140122,-0.09842658501075,TRUE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,provide_overwintering_habitat,0.017739397643831298,-0.3123961211988416,0.33191032935739795,FALSE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,reduce_grazing_intensity,0.10750990702661217,-0.37343005704884197,0.5769971088659118,FALSE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,remove_non_native_shrubs,-0.021025849801454673,-0.3533481120646008,0.3056914317040284,FALSE
abundance,abundance_guild_bmp,group_means_only,facultative_grassland,rotational_grazing,0.15547074813919787,-0.38277321187968255,0.7056215245605186,FALSE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,edge_and_shrub_habitat,-0.12516395481513193,-0.40968227463822415,0.164108049027515,FALSE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,manage_in_patches,0.4400497287764591,-0.11143105902132693,0.9770679843589813,FALSE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,plant_nwsg,0.14300625606515754,-0.10650646825531565,0.3997871275801158,FALSE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,prescribed_fire,0.25678139204270023,0.007748521797392514,0.5092058618518708,TRUE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,provide_overwintering_habitat,0.45736982130346426,0.03568967087999421,0.8767420695581619,TRUE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,rotational_grazing,0.07465920807305991,-0.3245205142037514,0.4886327629996181,FALSE
abundance,abundance_guild_bmp,group_means_only,obligate_grassland,stream_exclusion_and_buffers,0.1389659649227229,-0.27644088414076723,0.54420829653751,FALSE
abundance,abundance_guild_bmp,great_plains_only,facultative_grassland,plant_nwsg,-0.12212626099728338,-0.6985264046607881,0.4623225802222845,FALSE
abundance,abundance_guild_bmp,great_plains_only,facultative_grassland,prescribed_fire,-0.30838135668631794,-0.7478194539211901,0.14421278147792263,FALSE
abundance,abundance_guild_bmp,great_plains_only,obligate_grassland,manage_in_patches,0.4284025573838066,-0.08408863866843197,0.9210978402510566,FALSE
abundance,abundance_guild_bmp,great_plains_only,obligate_grassland,plant_nwsg,0.0797953740956472,-0.322922993032006,0.49209945460517734,FALSE
abundance,abundance_guild_bmp,great_plains_only,obligate_grassland,prescribed_fire,0.28791255087142853,-0.08511795836176532,0.6270940843922752,FALSE
abundance,abundance_guild_bmp,great_plains_only,obligate_grassland,rotational_grazing,-0.03369423924646606,-0.51140040497419,0.45476015942511466,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,edge_and_shrub_habitat,0.19456303076876177,-0.06331730369311349,0.45132669149088134,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,eliminate_pesticides,0.1591873585635751,-0.2643028371231768,0.5621260115308075,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,plant_nwsg,0.5723747148089839,0.29592943441199127,0.8594959369491735,TRUE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,prescribed_fire,-0.03513502693550323,-0.45456281757552525,0.3816259549129094,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,provide_overwintering_habitat,0.09436646672782009,-0.23894799960484533,0.42757686619756285,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,facultative_grassland,remove_non_native_shrubs,0.07884469975797662,-0.2869717005504256,0.4480471440657996,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,edge_and_shrub_habitat,-0.03633524260312911,-0.33489946897655654,0.25963137226758587,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,eliminate_pesticides,0.2695799595688575,-0.14337822649597542,0.6654371613207877,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,plant_nwsg,0.20044382987544135,-0.07976799279666039,0.5041298506847902,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,prescribed_fire,0.24451349858000127,-0.09733638388370647,0.6074706630573093,FALSE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,provide_overwintering_habitat,0.4748494271783569,0.053674837134552136,0.893220117869668,TRUE
abundance,abundance_guild_bmp,great_plains_dropped,obligate_grassland,stream_exclusion_and_buffers,0.15380613354290196,-0.25930735674113936,0.5573107164003551,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,edge_and_shrub_habitat,-0.04904037012043236,-0.33759008667775725,0.23162290518751244,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,eliminate_pesticides,0.1812219138307411,-0.205677466570669,0.5493669564268573,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,plant_nwsg,0.2518757134206162,-0.009904681235926329,0.5154750704161902,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,prescribed_fire,-0.47799746499409074,-0.7430916088174042,-0.2131539915648561,TRUE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,provide_overwintering_habitat,0.06612581564239511,-0.2944171522178563,0.4264181169846375,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,remove_non_native_shrubs,-0.005795489423686596,-0.3342603605811636,0.34544428147494216,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,facultative_grassland,rotational_grazing,0.05372824643145835,-0.4835456882617797,0.5945283725809158,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,edge_and_shrub_habitat,-0.2910548323879846,-0.6090714430887587,0.030809124384058247,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,eliminate_pesticides,0.3150345040139124,-0.07452831968740427,0.700549594812423,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,manage_in_patches,0.5368140154001002,0.1623394203843226,0.9142871027298085,TRUE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,plant_nwsg,0.1669821621846488,-0.07358033903454618,0.4137386896612183,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,prescribed_fire,0.2748847935241999,0.04715897224303828,0.4990446200992853,TRUE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,reduce_grazing_intensity,0.39453800667161676,-0.039669393527811334,0.8240192688806293,FALSE
abundance,abundance_guild_bmp,southeast_us_dropped,obligate_grassland,rotational_grazing,0.08074350043451878,-0.30804902065366835,0.48456250876763324,FALSE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,edge_and_shrub_habitat,0.1052526272262195,-0.1522656735709523,0.3576001079952585,FALSE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,eliminate_pesticides,0.3221893141552769,-0.17156857100391604,0.7789923974090746,FALSE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,plant_nwsg,0.3899459034454442,0.1418235163913588,0.6452554175343109,TRUE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,prescribed_fire,-0.37802553385133875,-0.6359099749211012,-0.1235193789201904,TRUE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,provide_overwintering_habitat,0.033951628566599015,-0.287735784975047,0.35003933255216796,FALSE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,remove_non_native_shrubs,-0.01727340636207247,-0.34054173042856933,0.3050726704769653,FALSE
abundance,abundance_guild_bmp,europe_dropped,facultative_grassland,rotational_grazing,0.07455345476397393,-0.4594986921068979,0.6234534104327002,FALSE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,edge_and_shrub_habitat,-0.12130461202745926,-0.4025591939550509,0.15843165442140641,FALSE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,eliminate_pesticides,0.4117109529876981,-0.12691580035483319,0.9242226576343413,FALSE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,manage_in_patches,0.5528491010287262,0.1827664356599029,0.916627709125743,TRUE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,plant_nwsg,0.15431170128512434,-0.0851297279846242,0.39718253148585964,FALSE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,prescribed_fire,0.3063939239412478,0.08466681884944909,0.529147943713567,TRUE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,provide_overwintering_habitat,0.44734414151514446,0.033811019072568324,0.8597203629666833,TRUE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,reduce_grazing_intensity,0.4365116971808117,0.00578187759322969,0.8681661901094383,TRUE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,rotational_grazing,0.08090947951261715,-0.3101930660645736,0.48853246198899136,FALSE
abundance,abundance_guild_bmp,europe_dropped,obligate_grassland,stream_exclusion_and_buffers,0.13627538830772312,-0.26380002914940737,0.5438677116399903,FALSE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,edge_and_shrub_habitat,0.10835468098119197,-0.142880366283206,0.35628654739731414,FALSE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,eliminate_pesticides,0.1642675175723334,-0.22666411526543181,0.5401544966282018,FALSE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,plant_nwsg,0.39059721019637916,0.14563434440749493,0.6409461727279608,TRUE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,prescribed_fire,-0.34863705127586997,-0.6040333816594295,-0.10163149784228073,TRUE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,provide_overwintering_habitat,0.024394149933461166,-0.29013664065120554,0.3326198880624022,FALSE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,reduce_grazing_intensity,0.15015655803072858,-0.32759769394267696,0.6145369593745537,FALSE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,remove_non_native_shrubs,-0.022250357764312827,-0.3404201041372128,0.30541792358061276,FALSE
abundance,abundance_guild_bmp,paper_floor_two,facultative_grassland,rotational_grazing,0.08945690493165867,-0.4508861998111497,0.6295849737383656,FALSE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,edge_and_shrub_habitat,-0.12223667258580623,-0.40198202454862914,0.1571059847840431,FALSE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,eliminate_pesticides,0.30409358233917105,-0.0868193351521395,0.6914469302598786,FALSE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,manage_in_patches,0.5592844542915281,0.1869419887047596,0.9282139557236132,TRUE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,plant_nwsg,0.15121259710057347,-0.083662594189295,0.3958802414173145,FALSE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,prescribed_fire,0.3192064223716612,0.09850214620757372,0.5392321016025868,TRUE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,provide_overwintering_habitat,0.4397847705573663,0.02061391820834653,0.855285735948746,TRUE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,reduce_grazing_intensity,0.4541192597806569,0.02548516013596901,0.8889247737903179,TRUE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,rotational_grazing,0.08074568315482908,-0.31151617329591014,0.4840433492885658,FALSE
abundance,abundance_guild_bmp,paper_floor_two,obligate_grassland,stream_exclusion_and_buffers,0.1334024237899127,-0.2737902705450069,0.5396336438458397,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,edge_and_shrub_habitat,0.07863139224573981,-0.17567053940048696,0.33792864990469346,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,eliminate_pesticides,0.16787105397316254,-0.22582607532107218,0.5483029170727485,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,plant_nwsg,0.35905477969353927,0.102422593915191,0.6223706496258192,TRUE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,prescribed_fire,-0.3280684550559688,-0.5873714134886063,-0.05981953909946755,TRUE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,provide_overwintering_habitat,0.11526837514200745,-0.22076344715244942,0.4555777134167338,FALSE
abundance,abundance_guild_bmp,paper_floor_four,facultative_grassland,remove_non_native_shrubs,0.02803421309735726,-0.2991332933087302,0.3731388835357889,FALSE
