response_metric,species_key,guild,estimate,post_sd,lcl,ucl,prob_positive,excludes_zero,k,n_studies
abundance,black_billed_magpie,facultative_grassland,0.017498450079827067,0.2829296448052261,-0.5348254181521674,0.5741324024939252,0.525875,FALSE,1,1
abundance,gray_partridge,facultative_grassland,0.017005036579703356,0.28493685379787914,-0.5447011494290398,0.5856518697868321,0.5245,FALSE,1,1
abundance,bullocks_oriole,facultative_grassland,0.014892977018756304,0.2717315504476899,-0.5135401262597143,0.5604574228276468,0.5224166666666666,FALSE,1,1
abundance,bank_swallow,facultative_grassland,0.012598238927600439,0.2595314941357599,-0.4973818758530471,0.5233672461412722,0.51925,FALSE,2,2
abundance,lazuli_bunting,facultative_grassland,0.010495580562542278,0.2684061774675185,-0.5213650581281615,0.5389721798131589,0.5165,FALSE,1,1
abundance,scaled_quail,facultative_grassland,0.005205965152093137,0.2668161254734813,-0.5252865259244504,0.5233940516023454,0.5082083333333334,FALSE,2,1
abundance,yellow_rumped_warbler,facultative_grassland,-0.010234230373470272,0.2737856769833804,-0.5503106667452123,0.5317102129699008,0.48420833333333335,FALSE,1,1
abundance,american_crow,facultative_grassland,-0.011375597495628647,0.25093352331636665,-0.5185906589588699,0.47748608935440534,0.480875,FALSE,3,3
abundance,house_wren,facultative_grassland,-0.015408530186886787,0.23977177639012554,-0.48926773417864866,0.4556637564269327,0.47275,FALSE,3,2
abundance,bridled_titmouse,facultative_grassland,-0.03489121388271157,0.26883048024458744,-0.5810640371429058,0.48763946279659787,0.44808333333333333,FALSE,2,1
abundance,willow_flycatcher,facultative_grassland,-0.03786331689887476,0.25461443205633305,-0.5392023116167718,0.467196333399585,0.439375,FALSE,2,1
abundance,red_winged_blackbird,facultative_grassland,-0.03854582630663772,0.12703929228022617,-0.28650246387896067,0.2133436309839696,0.37825,FALSE,40,16
abundance,orchard_oriole,facultative_grassland,-0.04961770615217287,0.258594912099913,-0.5748105115333394,0.45142068006813274,0.4179583333333333,FALSE,4,1
abundance,red_tailed_hawk,facultative_grassland,-0.053859639039696525,0.26800174438303076,-0.5851206179930667,0.4722991682322019,0.41920833333333335,FALSE,2,1
abundance,barn_swallow,facultative_grassland,-0.05391219388311615,0.22456371133694109,-0.4966185756221763,0.3897042587810502,0.40320833333333334,FALSE,6,2
abundance,chihuahuan_raven,facultative_grassland,-0.0591590985587038,0.2686968623953604,-0.601474072492796,0.4589269213357072,0.40958333333333335,FALSE,2,1
abundance,brewers_sparrow,facultative_grassland,-0.05952703305103454,0.25530740675953917,-0.5614748664099363,0.4392687241057519,0.4066666666666667,FALSE,2,2
abundance,american_robin,facultative_grassland,-0.0612028470731929,0.20294851684562468,-0.46134809000095034,0.3369441282234259,0.3797083333333333,FALSE,9,4
abundance,american_kestrel,facultative_grassland,-0.06359179869829332,0.22698181482103166,-0.5154310994297402,0.3795582129924145,0.3887083333333333,FALSE,5,3
abundance,eastern_bluebird,facultative_grassland,-0.07194458899607128,0.2629742386277027,-0.5973885061107099,0.4337703214858495,0.386875,FALSE,2,2
abundance,mourning_dove,facultative_grassland,-0.0998541432412734,0.1726681672849695,-0.4393996708755397,0.23867053179121506,0.28129166666666666,FALSE,18,9
abundance,says_phoebe,facultative_grassland,-0.11821782384019926,0.24578066140719426,-0.6121224282064754,0.35686001984917826,0.31133333333333335,FALSE,3,2
abundance,killdeer,facultative_grassland,-0.12015649561134988,0.24952127172671024,-0.622260414598901,0.3579373846677613,0.31116666666666665,FALSE,4,4
abundance,yellow_warbler,facultative_grassland,-0.12047522979414696,0.23528757497260094,-0.5936835273902143,0.3351623306327626,0.29725,FALSE,4,3
abundance,northern_cardinal,facultative_grassland,-0.12506850414285145,0.22348528812191568,-0.5627508849906676,0.30999792186659053,0.28829166666666667,FALSE,7,2
abundance,mountain_bluebird,facultative_grassland,-0.13594126673432233,0.2631850222464156,-0.6725262462840147,0.36281149287309283,0.2962916666666667,FALSE,2,2
abundance,common_grackle,facultative_grassland,-0.13805589043293898,0.2705123093531409,-0.6899393701227985,0.36769032874367763,0.30345833333333333,FALSE,2,2
abundance,western_bluebird,facultative_grassland,-0.17039046541079722,0.2517544044461512,-0.6749625787093095,0.3115958717095769,0.24716666666666667,FALSE,3,2
abundance,white_crowned_sparrow,facultative_grassland,-0.1833661135828248,0.2606465353832287,-0.7171953954207164,0.31353283962093814,0.2345,FALSE,2,2
abundance,northern_mockingbird,facultative_grassland,-0.2556330152002343,0.23756312713961167,-0.7390060337311852,0.18851308104622486,0.13383333333333333,FALSE,7,3
abundance,common_yellowthroat,facultative_grassland,-0.30302716271992813,0.12307623353422777,-0.543007642917377,-0.06542637380245307,0.006166666666666667,TRUE,38,15
abundance,meadow_pipit,facultative_grassland,-0.35216220334247794,0.2640051135971319,-0.9070389354753887,0.13595707047846428,0.07929166666666666,FALSE,2,1
abundance,clay_colored_sparrow,facultative_grassland,-0.6021700144708112,0.16620216770302443,-0.930097239493614,-0.27708424833468825,4.1666666666666665e-5,TRUE,17,4
abundance,mountain_plover,obligate_grassland,0.8468449628994343,0.3386525718130517,0.26248379948516126,1.5898525942939252,0.9982916666666667,TRUE,3,1
abundance,chestnut_collared_longspur,obligate_grassland,0.5850131937880565,0.24434525652313605,0.12562444568645237,1.0867773180655667,0.9944583333333333,TRUE,6,4
abundance,bairds_sparrow,obligate_grassland,0.5525367612486333,0.18709724549649592,0.1956482097362307,0.930946516508133,0.9990833333333333,TRUE,9,2
abundance,mccowns_longspur,obligate_grassland,0.5020561155382517,0.25787991709828895,0.02594527056112539,1.0383774244721653,0.98025,TRUE,4,2
abundance,spragues_pipit,obligate_grassland,0.4262604048843037,0.17005958196614468,0.09009280162908213,0.760349899457829,0.9930416666666667,TRUE,12,3
abundance,grassland_obligates,obligate_grassland,0.40091391846575464,0.2826503437378002,-0.12916854431889602,0.9866263535610863,0.9295,FALSE,2,2
abundance,cassins_sparrow,obligate_grassland,0.3513895150975149,0.2612056849542807,-0.1438722471923061,0.8834480832110386,0.916875,FALSE,3,2
abundance,whinchat,obligate_grassland,0.3206963229724433,0.2531055078552596,-0.16674801013439516,0.8295204766476767,0.9072916666666667,FALSE,2,1
abundance,northern_harrier,obligate_grassland,0.31539977449604073,0.23749401981476062,-0.13755559465790118,0.79606441834367625,0.914625,FALSE,4,2
abundance,bobolink,obligate_grassland,0.30871518099694134,0.12239698279162886,0.06585851864045336,0.5467476514628227,0.993375,TRUE,36,16
abundance,western_meadowlark,obligate_grassland,0.26681118832916817,0.1389285561821978,-0.007267389297693097,0.5380222945282761,0.972125,FALSE,25,13
abundance,grasshopper_sparrow,obligate_grassland,0.2562467969871456,0.10281096932490853,0.05823667856082637,0.4627318537194475,0.9934166666666666,TRUE,63,31
abundance,montezuma_quail,obligate_grassland,0.2529260193226187,0.288758283406962,-0.3183597722995823,0.83576624318822,0.8155416666666667,FALSE,1,1
abundance,lecontes_sparrow,obligate_grassland,0.23536817445849612,0.22315641249576976,-0.20748784151905583,0.674455510490933,0.8549166666666667,FALSE,4,2
abundance,sedge_wren,obligate_grassland,0.23354543841794845,0.21744183935929287,-0.18813427841011235,0.6667704782425902,0.8617083333333333,FALSE,7,3
abundance,meadowlark_spp,obligate_grassland,0.23238263613126495,0.2899586619096069,-0.33557029500959423,0.8049161476384645,0.7924583333333334,FALSE,1,1
abundance,savannah_sparrow,obligate_grassland,0.2285196642385891,0.1209637741933069,-0.0020337546520751877,0.47078043313193113,0.974,FALSE,38,17
abundance,vesper_sparrow,obligate_grassland,0.2242829666937775,0.17955003723664903,-0.13242829363877065,0.5725076832259701,0.8933333333333333,FALSE,10,7
abundance,breeding_grassland_species,obligate_grassland,0.223907342958011,0.24607110987016925,-0.26548736402126083,0.7044088767883304,0.8188333333333333,FALSE,6,1
abundance,bachmans_sparrow,obligate_grassland,0.21988947440116002,0.24589203991263747,-0.2646995615239173,0.7034552487037286,0.8164583333333333,FALSE,3,2
abundance,northern_lapwing,obligate_grassland,0.20567756820206637,0.22228865529597236,-0.2325479763754755,0.6392390746716922,0.819875,FALSE,4,2
abundance,farmland_bird_indicator_species,obligate_grassland,0.2031588011123144,0.26644650746186044,-0.3264314702986954,0.7216438280736609,0.7800833333333334,FALSE,2,1
abundance,eastern_meadowlark,obligate_grassland,0.06466763812000068,0.11717603121961047,-0.16798776042220118,0.29277652353523365,0.7105416666666666,FALSE,48,22
abundance,upland_sandpiper,obligate_grassland,0.046702422885741474,0.1952534653583157,-0.34463266802244386,0.42603464983222655,0.5949583333333334,FALSE,10,4
abundance,dickcissel,obligate_grassland,0.042516341716514,0.115042489517915,-0.18207095303328794,0.2706800211838826,0.6451666666666667,FALSE,50,24
abundance,horned_lark,obligate_grassland,-0.06874789188815367,0.1778822260681973,-0.42842246073609924,0.27630621560460045,0.3463333333333333,FALSE,12,8
abundance,henslows_sparrow,obligate_grassland,-0.08176285369924069,0.17050363311786867,-0.4212036147534377,0.24596840730732358,0.3184166666666667,FALSE,18,6
abundance,lark_bunting,obligate_grassland,-0.4189355058382601,0.27919828329990276,-0.9966327018039917,0.09340168676524868,0.0565,FALSE,5,3
